a_name,title,tempo,energy,danceability,loudness,valence,acousticness,Mood
The Dead Weather,Looking at the Invisible Man,89.258,0.96,0.509,-2.397,0.534,0.00103,Angry
Hot Hot Heat,Let Me In,144.978,0.968,0.468,-2.934,0.245,0.000286,Sad
Great White,Take Me Down,166.251,0.73,0.316,-6.058,0.538,0.00408,Happy
Jeru the Damaja,You Can't Stop the Prophet,193.596,0.936,0.442,-9.443,0.535,0.337,Angry
Ray Price,Burning Memories,102.574,0.439,0.445,-9.309,0.444,0.887,Sad
Elton John,Burn Down the Mission,121.393,0.651,0.431,-10.125,0.558,0.0981,Sad
Callenish Circle,Mirror Of Serenity,156.681,0.899,0.2,-7.609,0.294,0.0000181,Angry
Yoomiii,A Kiss Is All I Miss,130.02,0.885,0.813,-6.088,0.812,0.161,Happy
Debauchery,Rage of the Bloodbeast,96.098,0.966,0.456,-5.268,0.281,0.00492,Angry
Total Chaos,Initial Distrust,189.897,0.977,0.153,-7.567,0.0602,0.00011,Angry
Van der Graaf Generator,W,88.458,0.505,0.294,-11.194,0.197,0.000437,Relax
Smokie,Relying on You,103.384,0.846,0.676,-5.786,0.755,0.00872,Relax
Rob Zombie,Spookshow Baby,125.023,0.995,0.562,-3.428,0.197,0.0135,Angry
Sick of It All,District,117.789,0.966,0.56,-4.937,0.453,0.00129,Angry
Cannibal Corpse,Addicted to Vaginal Skin,142.341,0.987,0.244,-7.661,0.247,0.0000566,Sad
Adam and The Ants,The Magnificent Five,184.738,0.852,0.475,-5.103,0.901,0.00614,Angry
Matt Wertz,This Moment,74.979,0.466,0.416,-8.098,0.376,0.0764,Sad
Dr. John,Goin' Back to New Orleans,96.621,0.663,0.646,-11.151,0.915,0.262,Relax
Anthrax,Lone Justice,195.556,0.812,0.243,-9.903,0.719,0.0212,Angry
Tift Merritt,I Know Him Too,132.582,0.653,0.622,-7.755,0.585,0.0269,Relax
Pernice Brothers,Water Ban,110.011,0.717,0.493,-4.882,0.472,0.000154,Sad
David Bowie,Do Anything You Say,145.563,0.658,0.519,-7.879,0.899,0.0523,Sad
Rose Cousins,Home,118.715,0.286,0.465,-9.451,0.147,0.837,Sad
Mary Chapin Carpenter,Quittin' Time,115.376,0.799,0.764,-5.422,0.718,0.262,Relax
The Muffs,Big Mouth,165.748,0.864,0.423,-10.659,0.512,0.00281,Angry
10cc,It Doesn't Matter at All,176.19,0.415,0.505,-10.786,0.485,0.285,Relax
Sneaker Pimps,Low Five,147.256,0.868,0.442,-6.917,0.467,0.000946,Happy
Freddie Mercury,Love Kills,126.738,0.669,0.673,-10.728,0.269,0.00131,Sad
Eminem,Shake That,106.995,0.64,0.962,-5.987,0.533,0.0556,Happy
Bigwig,Girl in the Green Jacket,190.48,0.719,0.265,-8.381,0.481,0.00395,Angry
The Clientele,Since K Got Over Me,112.21,0.669,0.525,-9.482,0.679,0.00108,Relax
Fannypack,Nu Nu (Yeah Yeah),125.002,0.755,0.855,-4.828,0.774,0.00137,Happy
The Northern Pikes,Kiss Me You Fool,123.83,0.592,0.607,-11.422,0.71,0.14,Relax
Buddy Holly,Modern Don Juan,132.508,0.477,0.59,-9.194,0.806,0.739,Relax
Five Finger Death Punch,Hard to See,111.992,0.976,0.513,-3.117,0.133,0.00000462,Angry
Edison Glass,Cold Condition,159.961,0.933,0.446,-4.395,0.558,0.00067,Relax
Ida Corr,Lonely Girl,109.996,0.564,0.699,-6.142,0.645,0.157,Sad
Audio Bullys,Gimme That Punk,124.007,0.875,0.702,-4.389,0.617,0.00314,Angry
Bobby Womack,Falling in Love Again,141.469,0.935,0.716,-7.409,0.867,0.0385,Relax
Liam Lynch,Fake Depeche Mode Song,119.982,0.61,0.717,-7.886,0.646,0.147,Sad
Sunset Rubdown,For the Pier (and Dead Shimmering),73.143,0.456,0.309,-6.875,0.293,0.645,Sad
Ultravox,New Europeans,143,0.858,0.629,-7.44,0.882,0.282,Happy
Ann Peebles,I Can't Stand the Rain,160.395,0.387,0.727,-12.333,0.966,0.248,Sad
Altered Images,Idols,132.335,0.612,0.512,-14.387,0.629,0.0247,Angry
Skillz,Move Ya Body,93.062,0.868,0.785,-5.44,0.808,0.0842,Angry
Passion Pit,Live to Tell the Tale,136.004,0.88,0.653,-7.075,0.479,0.279,Relax
Robyn Hitchcock,Cathedral,174.312,0.328,0.388,-9.748,0.648,0.654,Sad
Bad Brains,Coptic Times,128.16,0.984,0.256,-11.399,0.13,0.00063,Angry
Kaddisfly,Silk Road,153.99,0.909,0.443,-5.066,0.331,0.028,Sad
Linda Ronstadt,Someone to Lay Down Beside Me,150.329,0.524,0.471,-10.008,0.347,0.48,Relax
Eurythmics,Put The Blame On Me,123.696,0.973,0.686,-3.966,0.965,0.121,Angry
Blake Shelton,Playboys of the Southwestern World,145.87,0.829,0.535,-4.432,0.712,0.112,Happy
The Pointer Sisters,Jump (For My Love),134.395,0.705,0.86,-12.514,0.854,0.107,Happy
The Envy Corps,Before the Gold Rush,89.991,0.537,0.479,-8.058,0.212,0.285,Angry
88 Fingers Louie,Blink,153.139,0.962,0.398,-6.237,0.766,0.000238,Angry
Bic Runga,Blue Blue Heart,136.096,0.426,0.498,-10.368,0.263,0.814,Sad
Poe,Control,161.804,0.839,0.408,-6.916,0.395,0.0933,Angry
Ben's Brother,Stuttering (Kiss Me Again),110.049,0.807,0.569,-5.447,0.351,0.0584,Relax
Sophie B. Hawkins,Damn I Wish I Was Your Lover,95.032,0.781,0.546,-9.439,0.539,0.22,Sad
Jedi Mind Tricks,Raw Is War 2003,91.773,0.693,0.55,-5.503,0.101,0.146,Angry
Counterfit,Feel The Ride,138.638,0.61,0.64,-6.966,0.587,0.00586,Happy
Rise Against,Historia calamitatum,193.436,0.948,0.169,-3.702,0.597,0.000478,Angry
Middle of the Road,Sacramento,136.229,0.758,0.684,-11.291,0.547,0.109,Relax
Testament,The Sermon,78.074,0.909,0.37,-8.805,0.551,0.0000576,Angry
Rodney Crowell,Glasgow Girl,110.179,0.564,0.763,-8.559,0.431,0.303,Relax
Hello Saferide,The Quiz,90.542,0.364,0.676,-10.251,0.721,0.791,Angry
Iration,Falling,125.01,0.416,0.799,-9.547,0.818,0.00765,Happy
James Brown,Try Me,102.08,0.265,0.683,-12.735,0.647,0.933,Sad
Neil Diamond,Ain't No Way,136.349,0.322,0.661,-16.128,0.965,0.782,Relax
Iron Butterfly,Most Anything You Want,116.821,0.75,0.45,-8.049,0.778,0.0102,Happy
Minnie Driver,Everything I've Got in My Pocket,125.981,0.54,0.522,-7.983,0.162,0.452,Relax
Musetta,Red Star,108.021,0.477,0.711,-10.369,0.585,0.0078,Sad
Voice of the Beehive,Beauty to My Eyes,85.653,0.661,0.467,-8.584,0.685,0.0373,Relax
Tony Sly,Fireball,125.961,0.272,0.693,-9.368,0.289,0.797,Sad
Johnny Paycheck,Take This Job And Shove It,137.132,0.364,0.763,-14.244,0.715,0.556,Angry
Slash's Snakepit,Soma City Ward,91.212,0.969,0.38,-4.655,0.395,0.000731,Angry
Tina Cousins,Hymn,137.976,0.874,0.619,-7.963,0.455,0.0253,Happy
Kitty Wells,Amigo's Guitar,117.202,0.204,0.569,-12.697,0.444,0.911,Relax
Marilyn Manson,Dogma,176.008,0.895,0.47,-5.231,0.207,0.000562,Sad
Daryle Singletary,That's Where You're Wrong,71.736,0.418,0.458,-8.641,0.366,0.507,Sad
Capercaillie,Hope Springs Eternal,160.072,0.725,0.66,-10.524,0.83,0.355,Relax
Flyleaf,Broken Wings,166.212,0.869,0.359,-4.159,0.288,0.00277,Relax
Motorpsycho,Taifun,124.043,0.266,0.53,-11.498,0.0378,0.00709,Sad
Plasmatics,You're a Zombie,137.006,0.898,0.359,-6.029,0.213,0.0422,Angry
Interpol,C'mere,125.357,0.936,0.403,-3.986,0.703,0.0000818,Happy
Bread,Lay Your Money Down,137.04,0.549,0.616,-9.938,0.875,0.685,Happy
Gabe Dixon Band,Beauty of the Sea,112.795,0.241,0.495,-11.239,0.153,0.884,Relax
Knapsack,Boxing Gloves,106.966,0.619,0.707,-10.097,0.252,0.00887,Sad
Severed Heads,Dead Eyes Opened,132.131,0.961,0.664,-8.072,0.86,0.000984,Happy
Ciccone Youth,Making the Nature Scene,166.819,0.779,0.665,-15.039,0.512,0.00099,Angry
Bill Monroe,Will You Be Loving Another Man,122.154,0.248,0.7,-17.32,0.675,0.977,Relax
Mellow Man Ace,Mentirosa,113.592,0.505,0.966,-14.762,0.826,0.0678,Angry
Karla Bonoff,Somebody's Eyes,122.882,0.502,0.847,-8.427,0.777,0.247,Relax
Mastodon,Trainwreck,135.224,0.985,0.217,-3.923,0.134,0.0000695,Sad
Paralysed Age,Exile,120.018,0.869,0.621,-9.302,0.446,0.00152,Sad
Milemarker,Food for Worms,142.674,0.875,0.153,-4.466,0.319,0.0000332,Angry
The Masters Apprentices,Because I Love You,152.499,0.599,0.392,-8.867,0.378,0.344,Sad
"Harry Connick, Jr.",Just Kiss Me,83.784,0.719,0.514,-9.202,0.695,0.428,Happy
Coldplay,Have Yourself a Merry Little Christmas,97.585,0.0824,0.421,-13.458,0.0597,0.974,Relax
Joan Osborne,Angels We Have Heard On High,90.342,0.238,0.406,-9.953,0.269,0.875,Relax
Darkthrone,Stylized Corpse,135.196,0.961,0.154,-4.733,0.104,0.0000964,Angry
Art Garfunkel,Barbara Allen,61.389,0.275,0.183,-11.875,0.286,0.861,Sad
The Animals,Club A Go-Go,73.98,0.873,0.526,-5.017,0.651,0.629,Happy
Ozzy Osbourne,Black Illusion,133.886,0.813,0.542,-6.116,0.507,0.000547,Angry
Josh Ritter,Good Man,106.193,0.678,0.625,-6.798,0.448,0.00371,Sad
Tracy Bonham,The Real,144.269,0.478,0.383,-9.855,0.285,0.0676,Relax
Andrea Bocelli,I Believe,81.972,0.285,0.227,-9.681,0.212,0.911,Sad
Tahiti 80,Wallpaper for the Soul,160.361,0.565,0.576,-10.722,0.354,0.0624,Sad
Joe Firstman,"Now You're Gorgeous, Now You're Gone",137.808,0.702,0.54,-3.711,0.213,0.0493,Sad
Only Living Witness,Total Particle Reversal,176.906,0.952,0.0786,-5.933,0.29,0.00000762,Angry
Black Label Society,Say What You Will,148.41,0.901,0.425,-4.682,0.47,0.000302,Angry
The Association,Six Man Band,116.841,0.394,0.569,-17.501,0.629,0.25,Relax
Zero Hour,The Ghosts of Dawn,139.139,0.363,0.297,-11.475,0.066,0.517,Sad
Blind Pilot,"Go On, Say It",133.875,0.59,0.578,-8.509,0.776,0.637,Relax
Severe Torture,Misanthropic Carnage,106.675,0.973,0.262,-6.462,0.207,0.0000548,Angry
Guns N' Roses,Street of Dreams,170.122,0.657,0.358,-7.959,0.207,0.183,Sad
Articles of Faith,False Security,175.084,0.988,0.164,-4.803,0.174,0.0000442,Angry
Steeleye Span,Fighting for Strangers,148.003,0.582,0.792,-13.982,0.771,0.0218,Happy
Kenny Rankin,It Had to Be You,114.499,0.112,0.724,-14.214,0.447,0.974,Sad
Guardian,My Queen Esther,179.849,0.864,0.347,-4.577,0.573,0.0023,Sad
Agonoize,Pavillon 5,101.274,0.961,0.292,-6.968,0.177,0.0181,Angry
Peter Bradley Adams,One Foot Down,74.456,0.443,0.458,-7.811,0.357,0.618,Relax
Joe Cocker,Feelin' Alright,90.095,0.836,0.538,-10.031,0.874,0.674,Relax
Owen,Gazebo,127.901,0.424,0.57,-11.918,0.343,0.143,Relax
Sinead O'Connor,Gloomy Sunday,124.25,0.156,0.294,-17.397,0.092,0.896,Relax
Goldfrapp,Hairy Trees,104.195,0.487,0.52,-11.72,0.0831,0.362,Relax
Plain White Ts,Hey There Delilah,104.063,0.293,0.651,-10.575,0.313,0.886,Relax
The Chemical Brothers,Hold Tight London,132.975,0.761,0.705,-6.85,0.826,0.194,Relax
The Go! Team,Hold Yr Terror Close,124.854,0.393,0.308,-10.841,0.764,0.924,Relax
Gorillaz,Hong Kong,148.128,0.582,0.513,-7.394,0.241,0.712,Relax
Akon,I Wanna Love You,99.98,0.46,0.866,-9.252,0.29,0.0442,Relax
Luka Bloom,I'll Walk Beside You,111.66,0.114,0.326,-16.176,0.319,0.931,Relax
JS,Ice Cream,123.004,0.62,0.804,-6.35,0.661,0.208,Relax
Coldplay,In My Place,144.642,0.587,0.425,-5.453,0.194,0.0565,Relax
The Exies,Inertia,110.415,0.763,0.498,-5.379,0.335,0.104,Relax
Jimmy Eat World,Just Watch The Fireworks,120.327,0.69,0.657,-8.154,0.196,0.00335,Relax
Corinne Bailey Rae,Like A Star,122.713,0.226,0.605,-10.617,0.142,0.715,Relax
Embrace,Looking As You Are,145.689,0.41,0.295,-9.037,0.252,0.22,Relax
Seabear,Lost Watch,163.078,0.234,0.271,-11.641,0.12,0.888,Relax
Roger Sanchez,Lost,127.983,0.747,0.707,-7.203,0.566,0.0194,Relax
Sinead O'Connor,Love Letters,107.799,0.236,0.305,-11.562,0.241,0.665,Relax
Babyshambles,Love You But You're Green,87.12,0.495,0.523,-6.654,0.401,0.366,Relax
The Spill Canvas,Lullaby,119.683,0.399,0.561,-6.678,0.236,0.241,Relax
Room 5 ,Make Luv ,124.845,0.785,0.869,-9.005,0.743,0.00714,Relax
Yeah Yeah Yeahs,Man,188.421,0.975,0.229,-2.575,0.0978,0.0276,Relax
DJ Shadow,Mutual Slump,98.018,0.829,0.5,-6.275,0.359,0.596,Relax
Jimmy Eat World,My Sundown,96.196,0.433,0.539,-12.246,0.141,0.147,Relax
Massive Attack,Name Taken,160.038,0.676,0.496,-11.236,0.0395,0.0928,Relax
Cosmic Gate ,Not Enough Time,131.951,0.568,0.624,-9.358,0.277,0.00387,Relax
Calexico,Not Even Stevie Nicks,132.174,0.394,0.522,-8.761,0.188,0.881,Relax
Room Eleven,One Of These Days,102.911,0.493,0.683,-9.557,0.704,0.428,Relax
Matt Bianco,Ordinary Day,79.981,0.511,0.73,-10.709,0.701,0.766,Relax
Anberlin,Paperthin Hymn,180.434,0.597,0.298,-12.107,0.536,0.00111,Relax
The Last Goodnight,Pictures Of You,207.673,0.816,0.325,-3.714,0.579,0.165,Relax
Jimmy Eat World,Polaris,111.009,0.945,0.523,-5.642,0.339,0.000183,Relax
Enigma,Return To Innocence,88.026,0.584,0.476,-12.357,0.417,0.119,Relax
Erasure,Say What,190.986,0.538,0.599,-12.326,0.877,0.0536,Relax
Smashing Pumpkins,"Soma (Live In London, 1994)",130.382,0.404,0.307,-10.379,0.195,0.0656,Relax
The Starting Line,Something Left To Give,103.982,0.709,0.444,-5.518,0.351,0.0474,Relax
A Balladeer,Swim With Sam,118.998,0.667,0.629,-7.434,0.612,0.0741,Relax
Kaiser Chiefs,Team Mate,108.123,0.58,0.559,-8.596,0.206,0.00208,Relax
Smog,Teenage Spaceship,141.814,0.0665,0.47,-22.287,0.214,0.608,Relax
Everything But The Girl,Temperamental,123.971,0.76,0.764,-9.352,0.938,0.0485,Relax
Frankie Goes To Hollywood,The Power of Love,122.913,0.164,0.466,-17.17,0.101,0.364,Relax
Norah Jones,Those Sweet Words,103.152,0.234,0.798,-10.699,0.403,0.875,Relax
Keane,To The End Of The Earth,119.981,0.689,0.503,-7.01,0.337,0.0123,Relax
The Jam,Town Called Malice,101.798,0.917,0.553,-8.806,0.781,0.00265,Relax
Massive Attack,Unfinished Sympathy,114.436,0.835,0.592,-8.475,0.703,0.0393,Relax
Dash Berlin,Waiting,135.986,0.847,0.519,-6.716,0.169,0.052,Relax
Ben Harper,Walk Away,140.427,0.0954,0.712,-15.896,0.393,0.875,Relax
Coldplay,We Never Change,136.924,0.286,0.434,-10.803,0.122,0.533,Relax
Seventh Day Slumber,When The Children Cry,137.928,0.605,0.536,-6.231,0.156,0.129,Relax
Venus In Flames,Whole New Me,122.979,0.137,0.424,-15.58,0.288,0.909,Relax
Connie Francis,You're Gonna Miss Me,190.714,0.285,0.326,-9.377,0.455,0.841,Relax
Mnemic,Zero Gravity,89.994,0.728,0.387,-10.639,0.112,0.000178,Relax
The Clientele,(I Can't Seem To) Make You Mine,171.2,0.388,0.31,-11.306,0.358,0.391,Sad
D'Angelo,Africa,84.427,0.333,0.518,-10.31,0.349,0.628,Sad
A Fine Frenzy,Almost Lover,119.58,0.24,0.549,-7.778,0.167,0.947,Sad
Beck,Already Dead,115.103,0.399,0.658,-10.207,0.339,0.165,Sad
Ron Sexsmith,And Now The Day Is Done,93.144,0.157,0.539,-10.952,0.492,0.934,Sad
Antony & The Johnsons,Another World,106.697,0.0387,0.32,-20.616,0.229,0.971,Sad
The Cure,Apart,82.102,0.433,0.546,-15.933,0.511,0.422,Sad
Papa Roach,Binge,93.601,0.925,0.469,-4.191,0.373,0.00000493,Sad
Roxy Music,Bitter Sweet,117.792,0.425,0.51,-9.219,0.13,0.255,Sad
Rascal Flatts,Bless The Broken Road,135.948,0.433,0.599,-6.336,0.384,0.693,Sad
Ryan Adams,Blue Sky Blues,111.844,0.0226,0.364,-19.517,0.0915,0.978,Sad
Sleeping At Last,Brightly,132.609,0.481,0.316,-6.798,0.0599,0.395,Sad
Joe Cocker,Bye Bye Blackbird,123.81,0.392,0.506,-12.784,0.268,0.713,Sad
Kimya Dawson,Caving In,141.963,0.406,0.517,-12.801,0.692,0.744,Sad
Nick Drake,Clothes Of Sand,118.844,0.177,0.466,-19.918,0.426,0.901,Sad
Cat Power,Colors And The Kids,116.892,0.0849,0.425,-14.838,0.157,0.935,Sad
iLiKETRAiNS,Death Is The End,116.36,0.244,0.313,-13.721,0.0387,0.868,Sad
TRUSTcompany,Deeper Into You,102.989,0.949,0.511,-3.328,0.374,0.000298,Sad
Nirvana,Dumb,113.623,0.394,0.695,-13.585,0.845,0.425,Sad
Eels,Elizabeth on the Bathroom Floor,133.659,0.0895,0.398,-21.668,0.0942,0.951,Sad
Lighthouse Family,End Of The Sky,99.997,0.705,0.579,-8.865,0.322,0.0352,Sad
The Cranberries,Fee Fi Fo,140.163,0.744,0.528,-6.504,0.509,0.119,Sad
The Music,Fight The Feeling,117.084,0.575,0.449,-5.626,0.283,0.00437,Sad
James,Five-O,124.955,0.54,0.592,-12.731,0.182,0.00371,Sad
Donavon Frankenreiter,Fool,88.381,0.406,0.754,-10.365,0.375,0.0559,Sad
Neva Dinova ,Get Back,119.744,0.402,0.434,-10.116,0.218,0.454,Sad
BBMak,Ghost Of You And Me,100.059,0.588,0.597,-6.882,0.42,0.574,Sad
Donavon Frankenreiter,Girl Like You,112.504,0.705,0.595,-6.972,0.653,0.107,Sad
Maroon 5,Goodnight Goodnight,94.999,0.684,0.582,-3.721,0.224,0.0348,Sad
PJ Harvey,Horses In My Dreams,116.714,0.128,0.586,-14.569,0.0399,0.918,Sad
Kenny Rogers,I Can't Unlove You,139.824,0.426,0.542,-7.044,0.453,0.0812,Sad
Antony ,I Was Young When I Left Home,85.907,0.176,0.436,-15.475,0.487,0.964,Sad
Josh Groban,I'll Be Home For Christmas,165.449,0.291,0.228,-13.57,0.167,0.936,Sad
Bucky Covington,I'll Walk,77.004,0.386,0.509,-7.387,0.32,0.828,Sad
JS,Ice Cream,123.004,0.62,0.804,-6.35,0.661,0.208,Sad
Guillemots,If The World Ends,99.047,0.294,0.173,-14.981,0.0932,0.727,Sad
Ghostface Killah,Josephine,95.824,0.67,0.821,-5.172,0.552,0.172,Sad
Dana Winner,Just When I Needed You Most,168.533,0.229,0.322,-13.701,0.119,0.776,Sad
Feist,Let It Die,115.89,0.208,0.434,-13.354,0.0613,0.659,Sad
Tindersticks,Let's Pretend,117.221,0.474,0.545,-9.977,0.219,0.00184,Sad
Beck,Lost Cause,119.88,0.58,0.62,-8.569,0.221,0.253,Sad
Joe Cocker,Many Rivers To Cross,125.367,0.255,0.627,-14.136,0.364,0.507,Sad
Diary of Dreams,Mask of Shame,100.005,0.247,0.642,-14.026,0.0967,0.681,Sad
Cat Power,Maybe Not,107.32,0.143,0.478,-13.82,0.16,0.987,Sad
Kristin Hersh,Me And My Charms,136.333,0.473,0.536,-10.465,0.484,0.752,Sad
Brand New,Me vs. Maradona vs. Elvis,181.75,0.251,0.484,-10.446,0.334,0.2,Sad
R.E.M.,Moon River,99.983,0.257,0.319,-11.931,0.176,0.882,Sad
Extreme,More Than Words,91.769,0.129,0.615,-14.892,0.249,0.468,Sad
Nikola Sarcevic,MY AIM IS YOU,123.678,0.409,0.54,-9.484,0.39,0.589,Sad
Cat Power,Names,166.848,0.0828,0.336,-15.212,0.0924,0.96,Sad
Terra Naomi,New Song,75.337,0.601,0.55,-5.999,0.273,0.0402,Sad
Air,New Star In The Sky,129.819,0.338,0.431,-13.174,0.108,0.561,Sad
Corinne Bailey Rae,No Love Child,100.876,0.155,0.472,-12.775,0.0534,0.877,Sad
Tindersticks,No Man In The World,115.59,0.0741,0.458,-17.84,0.118,0.86,Sad
Duran Duran,Ordinary World,140.124,0.652,0.472,-10.171,0.401,0.0131,Sad
Anberlin,Paperthin Hymn,180.434,0.597,0.298,-12.107,0.536,0.00111,Sad
El Perro Del Mar,People,117,0.373,0.559,-10.891,0.233,0.909,Sad
Air,Photograph,129.942,0.44,0.589,-13.457,0.482,0.431,Sad
Air,PLAYGROUND LOVE,142.912,0.422,0.353,-10.538,0.135,0.249,Sad
Moby,Porcelain,94.73,0.637,0.297,-7.926,0.332,0.0014,Sad
30 Seconds To Mars,R-Evolve,134.987,0.804,0.471,-6.508,0.103,0.00468,Sad
Colbie Caillat,Realize,123.95,0.607,0.699,-6.312,0.156,0.142,Sad
Noel Gallagher,Sad Song ,124.68,0.733,0.343,-2.576,0.389,0.164,Sad
Serj Tankian,Saving Us,159.97,0.84,0.445,-3.975,0.327,0.00117,Sad
Ryan Adams & The Cardinals,September,117.124,0.0753,0.378,-17.728,0.237,0.655,Sad
Black Eyed Peas,Shut Up,112.977,0.693,0.807,-3.96,0.606,0.0894,Sad
The Beach Boys,Sloop John B,125.575,0.745,0.567,-5.423,0.903,0.402,Sad
Donavon Frankenreiter,So Far Away,62.96,0.32,0.596,-8.641,0.448,0.208,Sad
Nine Inch Nails,Something I Can Never Have,108.051,0.131,0.501,-16.824,0.0391,0.815,Sad
The Velvet Underground,Stephanie Says,112.894,0.284,0.556,-14.921,0.238,0.851,Sad
Rickie Lee Jones,Stewart's Coat,124.327,0.151,0.516,-16.317,0.196,0.589,Sad
Lighthouse Family,Sun In The Night,120.388,0.288,0.568,-13.326,0.173,0.421,Sad
Low,Sunshine,109.493,0.0955,0.385,-17.717,0.047,0.77,Sad
Archive,Taste Of Blood,87.958,0.062,0.397,-15.431,0.121,0.679,Sad
Brand New,The Boy Who Blocked His Own Shot,178.266,0.498,0.415,-8.162,0.278,0.0792,Sad
Luke Bryan,The Car In Front Of Me,156.107,0.463,0.457,-6.798,0.138,0.0586,Sad
Micah P. Hinson,The Dreams You Left Behind,100.001,0.443,0.713,-8.562,0.505,0.491,Sad
Valencia,The Good Life,157.278,0.901,0.258,-3.416,0.201,0.000111,Sad
Nine Inch Nails,The Great Below,122.545,0.269,0.3,-16.825,0.0495,0.461,Sad
The Beta Band,The Hard One,133.077,0.286,0.36,-15.453,0.14,0.859,Sad
Mark Knopfler,The Last Laugh,85.26,0.199,0.527,-10.46,0.479,0.879,Sad
Sherwood,The Only Song,149.943,0.358,0.596,-10.272,0.694,0.783,Sad
Suzanne Vega,The Queen And The Soldier,147.027,0.209,0.337,-15.196,0.276,0.531,Sad
Whitesnake,The Time Is Right For Love,151.252,0.922,0.356,-5.033,0.519,0.000817,Sad
Sawyer Brown,The Walk,127.929,0.355,0.689,-11.585,0.457,0.778,Sad
Phil Collins,There's A Place For Us,119.671,0.329,0.418,-11.015,0.13,0.556,Sad
A Fine Frenzy,Think Of You,122.004,0.528,0.666,-5.867,0.238,0.407,Sad
Tindersticks,Tiny Tears,151.153,0.344,0.265,-12.55,0.117,0.131,Sad
Metallica,To Live Is To Die,104.279,0.607,0.441,-9.624,0.372,0.00031,Sad
No Doubt,Too Late,169.871,0.673,0.35,-5.189,0.268,0.594,Sad
Goran Bregovic,TV Screen,99.813,0.452,0.744,-10.567,0.327,0.488,Sad
Mazzy Star,Umbilical,79.607,0.271,0.28,-11.378,0.0414,0.045,Sad
Ben Harper,Walk Away,140.427,0.0954,0.712,-15.896,0.393,0.875,Sad
Coldplay,We Never Change,136.924,0.286,0.434,-10.803,0.122,0.533,Sad
Slut,Wednesday,73.979,0.39,0.539,-6.877,0.198,0.68,Sad
Radiohead,Weird Fishes/Arpeggi,152.999,0.61,0.538,-8.027,0.199,0.774,Sad
The Feeling,When I Return,148.003,0.74,0.459,-5.748,0.44,0.447,Sad
Farmer Boys,Where The Sun Never Shines,134.043,0.837,0.472,-4.856,0.18,0.0000384,Sad
Coldplay,Yellow,173.365,0.661,0.429,-7.227,0.285,0.00239,Sad
Breaking Benjamin,You,97.083,0.646,0.487,-6.878,0.16,0.202,Sad
PJ Harvey,50 Ft Queenie,126.366,0.667,0.382,-16.077,0.718,0.000652,Angry
Keane,A Bad Dream,145.035,0.76,0.405,-4.852,0.316,0.00824,Angry
The Faint,Agenda Suicide ,144.585,0.703,0.574,-7.789,0.275,0.00658,Angry
Stiff Little Fingers,Alternative Ulster,118.181,0.925,0.6,-9.148,0.382,0.00882,Angry
The Cranberries,Animal Instinct,132.145,0.823,0.622,-5.381,0.605,0.0946,Angry
Living Sacrifice,Bloodwork,86.383,0.879,0.344,-5.111,0.479,0.000427,Angry
Pixies,Bone Machine (Remastered),115.906,0.678,0.63,-12.757,0.964,0.000677,Angry
Ice Cube,Bop Gun ,103.05,0.837,0.891,-5.402,0.767,0.283,Angry
Kaiser Chiefs,Boxing Champ,119.674,0.553,0.494,-4.848,0.296,0.962,Angry
Recoil,Breath Control,162.002,0.645,0.58,-9.784,0.546,0.0609,Angry
Evanescence,Bring Me To Life,189.931,0.945,0.316,-3.169,0.32,0.00895,Angry
Nine Inch Nails,Burn,89.919,0.912,0.592,-6.81,0.647,0.00146,Angry
Kelis,Caught Out There,92.996,0.691,0.848,-6.775,0.922,0.0512,Angry
Ice Cube,Check Yo Self (Remix),101.368,0.735,0.934,-6.668,0.768,0.031,Angry
Method Man,Da Rockwilder,99.97,0.673,0.734,-7.223,0.415,0.0108,Angry
Depeche Mode,Damaged People (Live In Milan),72.032,0.629,0.462,-10.181,0.229,0.413,Angry
Yeah Yeah Yeahs,Date With The Night,139.947,0.956,0.478,-4.379,0.268,0.000389,Angry
Arch Enemy,Dead Eyes See No Future,146.324,0.97,0.253,-4.886,0.297,0.00025,Angry
Pixies,Debaser,135.533,0.884,0.487,-11.995,0.569,0.000427,Angry
Hole,Doll Parts,102.029,0.53,0.416,-8.182,0.379,0.161,Angry
PJ Harvey,Down By The Water,125.154,0.63,0.627,-12.33,0.323,0.00144,Angry
PJ Harvey,Dress,151.546,0.524,0.419,-16.493,0.673,0.00642,Angry
PJ Harvey,Dry,99.815,0.471,0.448,-15.469,0.471,0.00134,Angry
Radiohead,Electioneering,77.555,0.889,0.185,-5.491,0.331,0.00267,Angry
PJ Harvey,Electric Light,142.4,0.0389,0.452,-28.043,0.108,0.776,Angry
No Doubt,Ex-Girlfriend,173.13,0.912,0.541,-4.073,0.668,0.0123,Angry
Ben Harper,Excuse Me Mr.,152.497,0.427,0.787,-11.159,0.508,0.0965,Angry
Moloko,Forever More ,125.058,0.774,0.74,-6.646,0.844,0.0262,Angry
Coal Chamber,Friend ,89.262,0.944,0.485,-4.079,0.278,0.000224,Angry
The Adverts,Gary Gilmore's Eyes,157.927,0.598,0.421,-6.078,0.778,0.0349,Angry
Fiona Apple,Get Gone,130.227,0.4,0.691,-9.767,0.329,0.217,Angry
Papa Roach,Getting Away With Murder,103.885,0.968,0.564,-3.75,0.352,0.000116,Angry
Megadeth,Go To Hell,101.624,0.864,0.349,-11.396,0.476,0.000433,Angry
